time,.endpoint_state.pose.position.x,.endpoint_state.pose.position.y,.endpoint_state.pose.position.z,.endpoint_state.pose.orientation.x,.endpoint_state.pose.orientation.y,.endpoint_state.pose.orientation.z,.endpoint_state.pose.orientation.w,.wrench_stamped.wrench.force.x,.wrench_stamped.wrench.force.y,.wrench_stamped.wrench.force.z,.wrench_stamped.wrench.torque.x,.wrench_stamped.wrench.torque.y,.wrench_stamped.wrench.torque.z
189.007799,0.764199725683,-0.290123107433,0.0014490171708,-0.0272212759006,0.999409300387,0.00228985176224,0.0208520746648,-0.7630000012,1.11399999857,-6.02000002861,0.148000001907,0.524999976158,0.152999997139
189.00784,0.765002380696,-0.290734665491,0.00252509751199,-0.0267694694469,0.999405073618,0.00180818041504,0.0216708286837,-1.1230000155,0.253999984264,-6.05,0.153999999166,0.521000027657,0.157000005245
189.007862,0.765289240042,-0.29071980204,0.00243172837259,-0.0270598581266,0.99939321669,0.00188342666674,0.0218498333379,-0.162999992259,0.464000022411,-5.93999998569,0.153999999166,0.518000006676,0.158000007272
189.007943,0.764591267156,-0.29014286485,0.0016365332175,-0.0270789499086,0.99940389649,0.00245439555401,0.021273412854,0.496999989264,1.21400002241,-5.92000000477,0.155000001192,0.513999998569,0.150999993086
189.047757,0.764602884569,-0.290747388339,0.00179502724551,-0.0267715570398,0.999413428841,0.00189006782106,0.0212722737069,0.387000034563,1.46400002241,-5.93999998569,0.150999993086,0.513000011444,0.152999997139
189.047807,0.764381043541,-0.290785329351,0.0019009448623,-0.0272288495442,0.99940525132,0.00177717986941,0.0210849476911,0.347000013106,1.05399993658,-6.42000000477,0.148000001907,0.521000027657,0.158999994397
189.047825,0.76512196297,-0.290387626617,0.00219962967526,-0.0273226629476,0.999384762994,0.00184396559753,0.021912721767,0.347000013106,1.05399993658,-6.42000000477,0.148000001907,0.521000027657,0.158999994397
189.047837,0.764579882664,-0.291190847535,0.0022397201265,-0.02734913457,0.999398644873,0.00164507652784,0.0212524630785,-0.132999991067,0.353999888897,-6.34999995232,0.141000002623,0.524999976158,0.166999995708
189.087816,0.764753535047,-0.290654826552,0.00195950481403,-0.027132861106,0.999401027958,0.00152535199934,0.0214258364152,-0.132999991067,0.353999888897,-6.34999995232,0.141000002623,0.524999976158,0.166999995708
189.087849,0.765307095574,-0.289518971368,0.00243078828793,-0.0273452983964,0.999385861524,0.00206870629681,0.0218140985733,0.316999982111,-0.305999958515,-6.76000003815,0.155000001192,0.513000011444,0.16400000453
